"Accession.New","MouseGeneName","ProteinID","Description","Sample1","Sample2","Sample3","Sample4","Sample5","10lgP","UniquePeptide","Accession.Number.ori","Accession.Number"
"ECHA_MOUSE","Hadha","Q8BMS1","Trifunctional enzyme subunit alpha  mitochondrial OS=Mus musculus GN=Hadha PE=1 SV=1",13,13,10,12,16,320.17,18,"Q8BMS1|ECHA_MOUSE","ECHA_MOUSE"
"PLSL_MOUSE","Lcp1","Q61233","Plastin-2 OS=Mus musculus GN=Lcp1 PE=1 SV=4",15,12,13,8,10,319.37,20,"Q61233|PLSL_MOUSE","PLSL_MOUSE"
"SYNC_MOUSE","Nars","Q8BP47","Asparagine--tRNA ligase  cytoplasmic OS=Mus musculus GN=Nars PE=1 SV=2",18,10,11,10,11,319.3,20,"Q8BP47|SYNC_MOUSE","SYNC_MOUSE"
"RLA0_MOUSE","Rplp0","P14869","60S acidic ribosomal protein P0 OS=Mus musculus GN=Rplp0 PE=1 SV=3",13,8,17,11,13,318.83,17,"P14869|RLA0_MOUSE","RLA0_MOUSE"
"GRP75_MOUSE","Hspa9","P38647","Stress-70 protein  mitochondrial OS=Mus musculus GN=Hspa9 PE=1 SV=3",18,11,22,19,17,318.3,24,"P38647|GRP75_MOUSE","GRP75_MOUSE"
"TCPB_MOUSE","Cct2","P80314","T-complex protein 1 subunit beta OS=Mus musculus GN=Cct2 PE=1 SV=4",11,13,6,12,15,318.08,20,"P80314|TCPB_MOUSE","TCPB_MOUSE"
"HNRPK_MOUSE","Hnrnpk","P61979","Heterogeneous nuclear ribonucleoprotein K OS=Mus musculus GN=Hnrnpk PE=1 SV=1",18,18,12,20,21,317.36,23,"P61979|HNRPK_MOUSE","HNRPK_MOUSE"
"RPN1_MOUSE","Rpn1","Q91YQ5","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Mus musculus GN=Rpn1 PE=1 SV=1",19,13,17,14,11,316.8,23,"Q91YQ5|RPN1_MOUSE","RPN1_MOUSE"
"NCPR_MOUSE","Por","P37040","NADPH--cytochrome P450 reductase OS=Mus musculus GN=Por PE=1 SV=2",15,16,8,13,7,316.7,25,"P37040|NCPR_MOUSE","NCPR_MOUSE"
"TCPD_MOUSE","Cct4","P80315","T-complex protein 1 subunit delta OS=Mus musculus GN=Cct4 PE=1 SV=3",15,9,14,14,10,316.49,18,"P80315|TCPD_MOUSE","TCPD_MOUSE"
"CALU_MOUSE","Calu","O35887","Calumenin OS=Mus musculus GN=Calu PE=1 SV=1",11,10,8,8,16,315.69,12,"O35887|CALU_MOUSE","CALU_MOUSE"
"PGK1_MOUSE","Pgk1","P09411","Phosphoglycerate kinase 1 OS=Mus musculus GN=Pgk1 PE=1 SV=4",19,14,16,12,16,315.61,19,"P09411|PGK1_MOUSE","PGK1_MOUSE"
"CO3A1_MOUSE","Col3a1","P08121","Collagen alpha-1(III) chain OS=Mus musculus GN=Col3a1 PE=1 SV=4",10,14,1,7,12,314.98,18,"P08121|CO3A1_MOUSE","CO3A1_MOUSE"
"HNRPF_MOUSE","Hnrnpf","Q9Z2X1","Heterogeneous nuclear ribonucleoprotein F OS=Mus musculus GN=Hnrnpf PE=1 SV=3",14,12,14,12,12,314.72,14,"Q9Z2X1|HNRPF_MOUSE","HNRPF_MOUSE"
"COPB_MOUSE","Copb1","Q9JIF7","Coatomer subunit beta OS=Mus musculus GN=Copb1 PE=1 SV=1",12,13,11,6,17,313.33,21,"Q9JIF7|COPB_MOUSE","COPB_MOUSE"
"MVP_MOUSE","Mvp","Q9EQK5","Major vault protein OS=Mus musculus GN=Mvp PE=1 SV=4",22,14,16,7,10,312.74,25,"Q9EQK5|MVP_MOUSE","MVP_MOUSE"
"MDHM_MOUSE","Mdh2","P08249","Malate dehydrogenase  mitochondrial OS=Mus musculus GN=Mdh2 PE=1 SV=3",14,19,14,17,16,312.28,23,"P08249|MDHM_MOUSE","MDHM_MOUSE"
"1433B_MOUSE","Ywhab","Q9CQV8","14-3-3 protein beta/alpha OS=Mus musculus GN=Ywhab PE=1 SV=3",16,17,13,16,21,311.98,10,"Q9CQV8|1433B_MOUSE","1433B_MOUSE"
"HS71B_MOUSE","Hspa1b","P17879","Heat shock 70 kDa protein 1B OS=Mus musculus GN=Hspa1b PE=1 SV=3",8,16,10,17,17,311.78,7,"P17879|HS71B_MOUSE","HS71B_MOUSE"
"ESTD_MOUSE","Esd","Q9R0P3","S-formylglutathione hydrolase OS=Mus musculus GN=Esd PE=1 SV=1",15,11,10,12,14,311.62,15,"Q9R0P3|ESTD_MOUSE","ESTD_MOUSE"
"PEG10_MOUSE","Peg10","Q7TN75","Retrotransposon-derived protein PEG10 OS=Mus musculus GN=Peg10 PE=1 SV=2",12,11,17,9,12,311.44,21,"Q7TN75|PEG10_MOUSE","PEG10_MOUSE"
"CAP1_MOUSE","Cap1","P40124","Adenylyl cyclase-associated protein 1 OS=Mus musculus GN=Cap1 PE=1 SV=4",22,19,22,14,23,310.9,21,"P40124|CAP1_MOUSE","CAP1_MOUSE"
"2AAA_MOUSE","Ppp2r1a","Q76MZ3","Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Mus musculus GN=Ppp2r1a PE=1 SV=3",18,14,12,11,15,310.42,12,"Q76MZ3|2AAA_MOUSE","2AAA_MOUSE"
"CATD_MOUSE","Ctsd","P18242","Cathepsin D OS=Mus musculus GN=Ctsd PE=1 SV=1",13,10,9,7,10,310.04,17,"P18242|CATD_MOUSE","CATD_MOUSE"
"MYO1C_MOUSE","Myo1c","Q9WTI7","Unconventional myosin-Ic OS=Mus musculus GN=Myo1c PE=1 SV=2",15,14,9,12,11,309.87,22,"Q9WTI7|MYO1C_MOUSE","MYO1C_MOUSE"
"MAP4_MOUSE","Map4","P27546","Microtubule-associated protein 4 OS=Mus musculus GN=Map4 PE=1 SV=3",12,8,7,6,5,308.73,17,"P27546|MAP4_MOUSE","MAP4_MOUSE"
"PDC6I_MOUSE","Pdcd6ip","Q9WU78","Programmed cell death 6-interacting protein OS=Mus musculus GN=Pdcd6ip PE=1 SV=3",15,11,9,10,15,308.52,20,"Q9WU78|PDC6I_MOUSE","PDC6I_MOUSE"
"RLA2_MOUSE","Rplp2","P99027","60S acidic ribosomal protein P2 OS=Mus musculus GN=Rplp2 PE=1 SV=3",9,17,6,10,13,308.48,11,"P99027|RLA2_MOUSE","RLA2_MOUSE"
"ARF1_MOUSE","Arf1","P84078","ADP-ribosylation factor 1 OS=Mus musculus GN=Arf1 PE=1 SV=2",13,15,8,8,12,307.75,5,"P84078|ARF1_MOUSE","ARF1_MOUSE"
"TCPA_MOUSE","Tcp1","P11983","T-complex protein 1 subunit alpha OS=Mus musculus GN=Tcp1 PE=1 SV=3",19,6,16,12,14,307.47,19,"P11983|TCPA_MOUSE","TCPA_MOUSE"
"AMPD3_MOUSE","Ampd3","O08739","AMP deaminase 3 OS=Mus musculus GN=Ampd3 PE=1 SV=2",6,5,8,8,9,307.11,15,"O08739|AMPD3_MOUSE","AMPD3_MOUSE"
"CAND1_MOUSE","Cand1","Q6ZQ38","Cullin-associated NEDD8-dissociated protein 1 OS=Mus musculus GN=Cand1 PE=1 SV=2",18,19,11,13,15,306.86,28,"Q6ZQ38|CAND1_MOUSE","CAND1_MOUSE"
"VPS35_MOUSE","Vps35","Q9EQH3","Vacuolar protein sorting-associated protein 35 OS=Mus musculus GN=Vps35 PE=1 SV=1",17,14,13,13,14,306.66,25,"Q9EQH3|VPS35_MOUSE","VPS35_MOUSE"
"TPM4_MOUSE","Tpm4","Q6IRU2","Tropomyosin alpha-4 chain OS=Mus musculus GN=Tpm4 PE=1 SV=3",15,21,12,10,22,306.64,17,"Q6IRU2|TPM4_MOUSE","TPM4_MOUSE"
"DHE3_MOUSE","Glud1","P26443","Glutamate dehydrogenase 1  mitochondrial OS=Mus musculus GN=Glud1 PE=1 SV=1",17,8,14,12,11,306.46,21,"P26443|DHE3_MOUSE","DHE3_MOUSE"
"CAN2_MOUSE","Capn2","O08529","Calpain-2 catalytic subunit OS=Mus musculus GN=Capn2 PE=1 SV=4",11,8,10,8,7,306.31,15,"O08529|CAN2_MOUSE","CAN2_MOUSE"
"ARP3_MOUSE","Actr3","Q99JY9","Actin-related protein 3 OS=Mus musculus GN=Actr3 PE=1 SV=3",13,10,15,12,17,305.52,22,"Q99JY9|ARP3_MOUSE","ARP3_MOUSE"
"AP2B1_MOUSE","Ap2b1","Q9DBG3","AP-2 complex subunit beta OS=Mus musculus GN=Ap2b1 PE=1 SV=1",14,9,17,10,12,305.11,13,"Q9DBG3|AP2B1_MOUSE","AP2B1_MOUSE"
"1433G_MOUSE","Ywhag","P61982","14-3-3 protein gamma OS=Mus musculus GN=Ywhag PE=1 SV=2",15,19,13,16,20,305.07,13,"P61982|1433G_MOUSE","1433G_MOUSE"
"TAGL2_MOUSE","Tagln2","Q9WVA4","Transgelin-2 OS=Mus musculus GN=Tagln2 PE=1 SV=4",14,20,13,17,20,304.18,27,"Q9WVA4|TAGL2_MOUSE","TAGL2_MOUSE"
"HSPB1_MOUSE","Hspb1","P14602","Heat shock protein beta-1 OS=Mus musculus GN=Hspb1 PE=1 SV=3",13,15,10,9,12,303.1,17,"P14602|HSPB1_MOUSE","HSPB1_MOUSE"
"TCPE_MOUSE","Cct5","P80316","T-complex protein 1 subunit epsilon OS=Mus musculus GN=Cct5 PE=1 SV=1",16,8,13,11,13,302.59,19,"P80316|TCPE_MOUSE","TCPE_MOUSE"
"PRDX6_MOUSE","Prdx6","O08709","Peroxiredoxin-6 OS=Mus musculus GN=Prdx6 PE=1 SV=3",13,18,11,12,19,302.23,20,"O08709|PRDX6_MOUSE","PRDX6_MOUSE"
"FSCN1_MOUSE","Fscn1","Q61553","Fascin OS=Mus musculus GN=Fscn1 PE=1 SV=4",14,8,11,8,11,301.91,18,"Q61553|FSCN1_MOUSE","FSCN1_MOUSE"
"PPIA_MOUSE","Ppia","P17742","Peptidyl-prolyl cis-trans isomerase A OS=Mus musculus GN=Ppia PE=1 SV=2",23,19,7,11,19,301.31,21,"P17742|PPIA_MOUSE","PPIA_MOUSE"
"TPM1_MOUSE","Tpm1","P58771","Tropomyosin alpha-1 chain OS=Mus musculus GN=Tpm1 PE=1 SV=1",20,26,15,20,25,301.24,8,"P58771|TPM1_MOUSE","TPM1_MOUSE"
"SC31A_MOUSE","Sec31a","Q3UPL0","Protein transport protein Sec31A OS=Mus musculus GN=Sec31a PE=1 SV=2",12,7,4,4,6,300.89,16,"Q3UPL0|SC31A_MOUSE","SC31A_MOUSE"
"CLIC4_MOUSE","Clic4","Q9QYB1","Chloride intracellular channel protein 4 OS=Mus musculus GN=Clic4 PE=1 SV=3",11,8,11,13,10,300.44,11,"Q9QYB1|CLIC4_MOUSE","CLIC4_MOUSE"
"NEDD4_MOUSE","Nedd4","P46935","E3 ubiquitin-protein ligase NEDD4 OS=Mus musculus GN=Nedd4 PE=1 SV=3",8,4,4,10,6,300.25,14,"P46935|NEDD4_MOUSE","NEDD4_MOUSE"
"ARF4_MOUSE","Arf4","P61750","ADP-ribosylation factor 4 OS=Mus musculus GN=Arf4 PE=1 SV=2",14,15,7,8,12,299.82,8,"P61750|ARF4_MOUSE","ARF4_MOUSE"
"PDLI1_MOUSE","Pdlim1","O70400","PDZ and LIM domain protein 1 OS=Mus musculus GN=Pdlim1 PE=1 SV=4",11,12,7,11,10,299.74,17,"O70400|PDLI1_MOUSE","PDLI1_MOUSE"
"PABP1_MOUSE","Pabpc1","P29341","Polyadenylate-binding protein 1 OS=Mus musculus GN=Pabpc1 PE=1 SV=2",11,11,17,10,14,298.62,20,"P29341|PABP1_MOUSE","PABP1_MOUSE"
"FERM2_MOUSE","Fermt2","Q8CIB5","Fermitin family homolog 2 OS=Mus musculus GN=Fermt2 PE=1 SV=1",10,4,9,7,8,298.31,17,"Q8CIB5|FERM2_MOUSE","FERM2_MOUSE"
"ATX10_MOUSE","Atxn10","P28658","Ataxin-10 OS=Mus musculus GN=Atxn10 PE=1 SV=2",14,10,17,16,15,297.8,22,"P28658|ATX10_MOUSE","ATX10_MOUSE"
"TCPZ_MOUSE","Cct6a","P80317","T-complex protein 1 subunit zeta OS=Mus musculus GN=Cct6a PE=1 SV=3",14,12,13,13,16,297.47,12,"P80317|TCPZ_MOUSE","TCPZ_MOUSE"
"CRYAB_MOUSE","Cryab","P23927","Alpha-crystallin B chain OS=Mus musculus GN=Cryab PE=1 SV=2",13,13,15,22,27,295.75,23,"P23927|CRYAB_MOUSE","CRYAB_MOUSE"
"RRBP1_MOUSE","Rrbp1","Q99PL5","Ribosome-binding protein 1 OS=Mus musculus GN=Rrbp1 PE=1 SV=2",11,13,5,11,13,295.19,16,"Q99PL5|RRBP1_MOUSE","RRBP1_MOUSE"
"DHB4_MOUSE","Hsd17b4","P51660","Peroxisomal multifunctional enzyme type 2 OS=Mus musculus GN=Hsd17b4 PE=1 SV=3",9,6,16,10,6,294.87,17,"P51660|DHB4_MOUSE","DHB4_MOUSE"
"AT1A1_MOUSE","Atp1a1","Q8VDN2","Sodium/potassium-transporting ATPase subunit alpha-1 OS=Mus musculus GN=Atp1a1 PE=1 SV=1",12,6,13,10,9,294.76,14,"Q8VDN2|AT1A1_MOUSE","AT1A1_MOUSE"
"CSRP1_MOUSE","Csrp1","P97315","Cysteine and glycine-rich protein 1 OS=Mus musculus GN=Csrp1 PE=1 SV=3",11,14,7,11,13,294.42,11,"P97315|CSRP1_MOUSE","CSRP1_MOUSE"
"IMB1_MOUSE","Kpnb1","P70168","Importin subunit beta-1 OS=Mus musculus GN=Kpnb1 PE=1 SV=2",14,10,14,14,15,293.52,21,"P70168|IMB1_MOUSE","IMB1_MOUSE"
"MYH11_MOUSE","Myh11","O08638","Myosin-11 OS=Mus musculus GN=Myh11 PE=1 SV=1",12,12,4,17,14,292.53,13,"O08638|MYH11_MOUSE","MYH11_MOUSE"
"MPCP_MOUSE","Slc25a3","Q8VEM8","Phosphate carrier protein  mitochondrial OS=Mus musculus GN=Slc25a3 PE=1 SV=1",15,9,11,12,11,292.35,19,"Q8VEM8|MPCP_MOUSE","MPCP_MOUSE"
"1433E_MOUSE","Ywhae","P62259","14-3-3 protein epsilon OS=Mus musculus GN=Ywhae PE=1 SV=1",13,13,8,15,20,292.34,14,"P62259|1433E_MOUSE","1433E_MOUSE"
"XPO2_MOUSE","Cse1l","Q9ERK4","Exportin-2 OS=Mus musculus GN=Cse1l PE=1 SV=1",16,9,10,11,10,291.95,16,"Q9ERK4|XPO2_MOUSE","XPO2_MOUSE"
"OST48_MOUSE","Ddost","O54734","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Mus musculus GN=Ddost PE=1 SV=2",12,8,12,14,14,291.54,17,"O54734|OST48_MOUSE","OST48_MOUSE"
"RTN4_MOUSE","Rtn4","Q99P72","Reticulon-4 OS=Mus musculus GN=Rtn4 PE=1 SV=2",7,7,7,6,11,290.83,10,"Q99P72|RTN4_MOUSE","RTN4_MOUSE"
"ROA2_MOUSE","Hnrnpa2b1","O88569","Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Mus musculus GN=Hnrnpa2b1 PE=1 SV=2",15,11,15,10,14,290.24,12,"O88569|ROA2_MOUSE","ROA2_MOUSE"
"GBB1_MOUSE","Gnb1","P62874","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Mus musculus GN=Gnb1 PE=1 SV=3",8,3,7,7,8,290.19,8,"P62874|GBB1_MOUSE","GBB1_MOUSE"
"COPB2_MOUSE","Copb2","O55029","Coatomer subunit beta' OS=Mus musculus GN=Copb2 PE=1 SV=2",13,8,10,8,7,289.26,16,"O55029|COPB2_MOUSE","COPB2_MOUSE"
"CTND1_MOUSE","Ctnnd1","P30999","Catenin delta-1 OS=Mus musculus GN=Ctnnd1 PE=1 SV=2",16,10,9,6,5,288.02,18,"P30999|CTND1_MOUSE","CTND1_MOUSE"
"PREP_MOUSE","Pitrm1","Q8K411","Presequence protease  mitochondrial OS=Mus musculus GN=Pitrm1 PE=1 SV=1",17,10,10,9,6,287.94,22,"Q8K411|PREP_MOUSE","PREP_MOUSE"
"PUR9_MOUSE","Atic","Q9CWJ9","Bifunctional purine biosynthesis protein PURH OS=Mus musculus GN=Atic PE=1 SV=2",8,8,5,8,5,287.56,15,"Q9CWJ9|PUR9_MOUSE","PUR9_MOUSE"
"ESYT1_MOUSE","Esyt1","Q3U7R1","Extended synaptotagmin-1 OS=Mus musculus GN=Esyt1 PE=1 SV=2",15,9,9,5,6,287.44,18,"Q3U7R1|ESYT1_MOUSE","ESYT1_MOUSE"
"XPO1_MOUSE","Xpo1","Q6P5F9","Exportin-1 OS=Mus musculus GN=Xpo1 PE=1 SV=1",12,5,11,16,8,286.89,24,"Q6P5F9|XPO1_MOUSE","XPO1_MOUSE"
"H2AY_MOUSE","H2afy","Q9QZQ8","Core histone macro-H2A.1 OS=Mus musculus GN=H2afy PE=1 SV=3",15,26,20,54,54,286.47,9,"Q9QZQ8|H2AY_MOUSE","H2AY_MOUSE"
"VIGLN_MOUSE","Hdlbp","Q8VDJ3","Vigilin OS=Mus musculus GN=Hdlbp PE=1 SV=1",9,8,8,7,7,286.27,17,"Q8VDJ3|VIGLN_MOUSE","VIGLN_MOUSE"
"UGGG1_MOUSE","Uggt1","Q6P5E4","UDP-glucose:glycoprotein glucosyltransferase 1 OS=Mus musculus GN=Uggt1 PE=1 SV=4",11,9,12,9,10,285.22,19,"Q6P5E4|UGGG1_MOUSE","UGGG1_MOUSE"
"TPM3_MOUSE","Tpm3","P21107","Tropomyosin alpha-3 chain OS=Mus musculus GN=Tpm3 PE=1 SV=3",16,17,10,18,19,285.16,3,"P21107|TPM3_MOUSE","TPM3_MOUSE"
"6PGD_MOUSE","Pgd","Q9DCD0","6-phosphogluconate dehydrogenase  decarboxylating OS=Mus musculus GN=Pgd PE=1 SV=3",14,6,8,10,8,284.96,15,"Q9DCD0|6PGD_MOUSE","6PGD_MOUSE"
"LMAN1_MOUSE","Lman1","Q9D0F3","Protein ERGIC-53 OS=Mus musculus GN=Lman1 PE=1 SV=1",6,5,7,9,5,284.69,14,"Q9D0F3|LMAN1_MOUSE","LMAN1_MOUSE"
"ACON_MOUSE","Aco2","Q99KI0","Aconitate hydratase  mitochondrial OS=Mus musculus GN=Aco2 PE=1 SV=1",10,15,12,7,13,284.25,21,"Q99KI0|ACON_MOUSE","ACON_MOUSE"
"NAMPT_MOUSE","Nampt","Q99KQ4","Nicotinamide phosphoribosyltransferase OS=Mus musculus GN=Nampt PE=1 SV=1",10,9,9,6,11,284.02,16,"Q99KQ4|NAMPT_MOUSE","NAMPT_MOUSE"
"IF4A2_MOUSE","Eif4a2","P10630","Eukaryotic initiation factor 4A-II OS=Mus musculus GN=Eif4a2 PE=1 SV=2",19,10,15,15,11,283.52,6,"P10630|IF4A2_MOUSE","IF4A2_MOUSE"
"ARPC2_MOUSE","Arpc2","Q9CVB6","Actin-related protein 2/3 complex subunit 2 OS=Mus musculus GN=Arpc2 PE=1 SV=3",9,6,13,7,7,282.57,16,"Q9CVB6|ARPC2_MOUSE","ARPC2_MOUSE"
"RL7A_MOUSE","Rpl7a","P12970","60S ribosomal protein L7a OS=Mus musculus GN=Rpl7a PE=1 SV=2",10,10,5,8,8,282.54,12,"P12970|RL7A_MOUSE","RL7A_MOUSE"
"IF5A1_MOUSE","Eif5a","P63242","Eukaryotic translation initiation factor 5A-1 OS=Mus musculus GN=Eif5a PE=1 SV=2",13,10,6,11,19,282.38,14,"P63242|IF5A1_MOUSE","IF5A1_MOUSE"
"UGDH_MOUSE","Ugdh","O70475","UDP-glucose 6-dehydrogenase OS=Mus musculus GN=Ugdh PE=1 SV=1",11,6,7,4,8,282.19,15,"O70475|UGDH_MOUSE","UGDH_MOUSE"
"RL4_MOUSE","Rpl4","Q9D8E6","60S ribosomal protein L4 OS=Mus musculus GN=Rpl4 PE=1 SV=3",12,16,8,17,12,282.13,17,"Q9D8E6|RL4_MOUSE","RL4_MOUSE"
"TCPH_MOUSE","Cct7","P80313","T-complex protein 1 subunit eta OS=Mus musculus GN=Cct7 PE=1 SV=1",12,11,12,9,10,281.91,17,"P80313|TCPH_MOUSE","TCPH_MOUSE"
"APT_MOUSE","Aprt","P08030","Adenine phosphoribosyltransferase OS=Mus musculus GN=Aprt PE=1 SV=2",8,15,9,9,14,281.87,18,"P08030|APT_MOUSE","APT_MOUSE"
"SYVC_MOUSE","Vars","Q9Z1Q9","Valine--tRNA ligase OS=Mus musculus GN=Vars PE=1 SV=1",13,8,6,4,3,281.45,18,"Q9Z1Q9|SYVC_MOUSE","SYVC_MOUSE"
"VAT1_MOUSE","Vat1","Q62465","Synaptic vesicle membrane protein VAT-1 homolog OS=Mus musculus GN=Vat1 PE=1 SV=3",8,8,9,10,12,281.02,16,"Q62465|VAT1_MOUSE","VAT1_MOUSE"
"RSSA_MOUSE","Rpsa","P14206","40S ribosomal protein SA OS=Mus musculus GN=Rpsa PE=1 SV=4",11,7,8,9,9,280.76,16,"P14206|RSSA_MOUSE","RSSA_MOUSE"
"ETFA_MOUSE","Etfa","Q99LC5","Electron transfer flavoprotein subunit alpha  mitochondrial OS=Mus musculus GN=Etfa PE=1 SV=2",10,9,10,6,7,280.43,15,"Q99LC5|ETFA_MOUSE","ETFA_MOUSE"
"SC23A_MOUSE","Sec23a","Q01405","Protein transport protein Sec23A OS=Mus musculus GN=Sec23a PE=1 SV=2",10,9,9,7,7,280.36,10,"Q01405|SC23A_MOUSE","SC23A_MOUSE"
"GNAI2_MOUSE","Gnai2","P08752","Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Mus musculus GN=Gnai2 PE=1 SV=5",10,14,18,12,15,279.7,7,"P08752|GNAI2_MOUSE","GNAI2_MOUSE"
"TIF1B_MOUSE","Trim28","Q62318","Transcription intermediary factor 1-beta OS=Mus musculus GN=Trim28 PE=1 SV=3",9,4,7,8,6,278.25,15,"Q62318|TIF1B_MOUSE","TIF1B_MOUSE"
"PSMD1_MOUSE","Psmd1","Q3TXS7","26S proteasome non-ATPase regulatory subunit 1 OS=Mus musculus GN=Psmd1 PE=1 SV=1",11,2,7,6,8,277.9,16,"Q3TXS7|PSMD1_MOUSE","PSMD1_MOUSE"
"AP1B1_MOUSE","Ap1b1","O35643","AP-1 complex subunit beta-1 OS=Mus musculus GN=Ap1b1 PE=1 SV=2",10,5,11,10,9,277.64,9,"O35643|AP1B1_MOUSE","AP1B1_MOUSE"
"EZRI_MOUSE","Ezr","P26040","Ezrin OS=Mus musculus GN=Ezr PE=1 SV=3",13,12,12,15,13,277.63,8,"P26040|EZRI_MOUSE","EZRI_MOUSE"
"NDKB_MOUSE","Nme2","Q01768","Nucleoside diphosphate kinase B OS=Mus musculus GN=Nme2 PE=1 SV=1",16,17,13,16,23,277.31,9,"Q01768|NDKB_MOUSE","NDKB_MOUSE"
"ALBU_MOUSE","Alb","P07724","Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3",6,14,6,10,10,276.97,18,"P07724|ALBU_MOUSE","ALBU_MOUSE"
"DDX3X_MOUSE","Ddx3x","Q62167","ATP-dependent RNA helicase DDX3X OS=Mus musculus GN=Ddx3x PE=1 SV=3",10,8,9,9,13,276.78,16,"Q62167|DDX3X_MOUSE","DDX3X_MOUSE"
"FABP5_MOUSE","Fabp5","Q05816","Fatty acid-binding protein  epidermal OS=Mus musculus GN=Fabp5 PE=1 SV=3",10,9,10,6,10,276.37,9,"Q05816|FABP5_MOUSE","FABP5_MOUSE"
"ARHG6_MOUSE","Arhgef6","Q8K4I3","Rho guanine nucleotide exchange factor 6 OS=Mus musculus GN=Arhgef6 PE=1 SV=1",5,8,8,6,3,276.17,13,"Q8K4I3|ARHG6_MOUSE","ARHG6_MOUSE"
"PSMD2_MOUSE","Psmd2","Q8VDM4","26S proteasome non-ATPase regulatory subunit 2 OS=Mus musculus GN=Psmd2 PE=1 SV=1",14,8,10,7,11,275.82,18,"Q8VDM4|PSMD2_MOUSE","PSMD2_MOUSE"
"AATM_MOUSE","Got2","P05202","Aspartate aminotransferase  mitochondrial OS=Mus musculus GN=Got2 PE=1 SV=1",13,15,11,12,12,274.87,15,"P05202|AATM_MOUSE","AATM_MOUSE"
"TCPQ_MOUSE","Cct8","P42932","T-complex protein 1 subunit theta OS=Mus musculus GN=Cct8 PE=1 SV=3",13,8,9,7,8,274.7,21,"P42932|TCPQ_MOUSE","TCPQ_MOUSE"
"AKAP2_MOUSE","Akap2","O54931","A-kinase anchor protein 2 OS=Mus musculus GN=Akap2 PE=1 SV=3",6,3,6,8,7,274.45,12,"O54931|AKAP2_MOUSE","AKAP2_MOUSE"
"PDLI5_MOUSE","Pdlim5","Q8CI51","PDZ and LIM domain protein 5 OS=Mus musculus GN=Pdlim5 PE=1 SV=4",6,9,3,12,9,274.39,12,"Q8CI51|PDLI5_MOUSE","PDLI5_MOUSE"
"GDIR1_MOUSE","Arhgdia","Q99PT1","Rho GDP-dissociation inhibitor 1 OS=Mus musculus GN=Arhgdia PE=1 SV=3",12,14,12,12,15,274.28,13,"Q99PT1|GDIR1_MOUSE","GDIR1_MOUSE"
"PGAM1_MOUSE","Pgam1","Q9DBJ1","Phosphoglycerate mutase 1 OS=Mus musculus GN=Pgam1 PE=1 SV=3",15,14,11,9,13,274.07,12,"Q9DBJ1|PGAM1_MOUSE","PGAM1_MOUSE"
"GBB2_MOUSE","Gnb2","P62880","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Mus musculus GN=Gnb2 PE=1 SV=3",6,3,5,4,8,273.8,7,"P62880|GBB2_MOUSE","GBB2_MOUSE"
"MAOX_MOUSE","Me1","P06801","NADP-dependent malic enzyme OS=Mus musculus GN=Me1 PE=1 SV=2",9,5,7,6,7,273.43,12,"P06801|MAOX_MOUSE","MAOX_MOUSE"
"EF1A2_MOUSE","Eef1a2","P62631","Elongation factor 1-alpha 2 OS=Mus musculus GN=Eef1a2 PE=1 SV=1",41,48,68,66,83,273.38,2,"P62631|EF1A2_MOUSE","EF1A2_MOUSE"
"NOP56_MOUSE","Nop56","Q9D6Z1","Nucleolar protein 56 OS=Mus musculus GN=Nop56 PE=1 SV=2",8,4,4,5,9,273.36,13,"Q9D6Z1|NOP56_MOUSE","NOP56_MOUSE"
"SYSC_MOUSE","Sars","P26638","Serine--tRNA ligase  cytoplasmic OS=Mus musculus GN=Sars PE=1 SV=3",10,11,6,9,9,273.3,14,"P26638|SYSC_MOUSE","SYSC_MOUSE"
"GLU2B_MOUSE","Prkcsh","O08795","Glucosidase 2 subunit beta OS=Mus musculus GN=Prkcsh PE=1 SV=1",4,2,4,6,5,272.81,9,"O08795|GLU2B_MOUSE","GLU2B_MOUSE"
"LEG1_MOUSE","Lgals1","P16045","Galectin-1 OS=Mus musculus GN=Lgals1 PE=1 SV=3",21,14,9,10,17,272.41,18,"P16045|LEG1_MOUSE","LEG1_MOUSE"
"RN213_MOUSE","Rnf213","E9Q555","E3 ubiquitin-protein ligase RNF213 OS=Mus musculus GN=Rnf213 PE=1 SV=2",12,8,7,4,9,272.23,17,"E9Q555|RN213_MOUSE","RN213_MOUSE"
"PLAK_MOUSE","Jup","Q02257","Junction plakoglobin OS=Mus musculus GN=Jup PE=1 SV=3",5,9,6,6,5,272.12,13,"Q02257|PLAK_MOUSE","PLAK_MOUSE"
"EIF3A_MOUSE","Eif3a","P23116","Eukaryotic translation initiation factor 3 subunit A OS=Mus musculus GN=Eif3a PE=1 SV=5",17,7,10,10,11,272.1,20,"P23116|EIF3A_MOUSE","EIF3A_MOUSE"
