#,Visible?,Starred?,Identified Proteins (1467),Accession Number,Alternate ID,Molecular Weight,Protein Grouping Ambiguity,Taxonomy,BioSample 1,BioSample 2,BioSample 3,BioSample 4,BioSample 5,MP
94,TRUE,Empty,"Fatty acid-binding protein, adipocyte OS=Mus musculus OX=10090 GN=Fabp4 PE=1 SV=3",FABP4_MOUSE,,15 kDa,TRUE,unknown,9,8,9,9,9,8.8
193,TRUE,Empty,"Serine (or cysteine) peptidase inhibitor, clade B, member 6a OS=Mus musculus OX=10090 GN=Serpinb6a PE=1 SV=1",F8WIV2_MOUSE,,45 kDa,TRUE,unknown,17,13,12,18,17,15.4
75,TRUE,Empty,14-3-3 protein eta OS=Mus musculus OX=10090 GN=Ywhah PE=1 SV=2,1433F_MOUSE,,28 kDa,TRUE,unknown,11,7,11,10,11,10
192,TRUE,Empty,"Glycine amidinotransferase, mitochondrial OS=Mus musculus OX=10090 GN=Gatm PE=1 SV=1",GATM_MOUSE,,48 kDa,,unknown,16,13,14,15,11,13.8
235,TRUE,Empty,Elongation factor 1-gamma OS=Mus musculus OX=10090 GN=Eef1g PE=1 SV=3,EF1G_MOUSE,,50 kDa,,unknown,15,14,11,17,15,14.4
140,TRUE,Empty,Galectin-1 OS=Mus musculus OX=10090 GN=Lgals1 PE=1 SV=3,LEG1_MOUSE,,15 kDa,,unknown,7,7,8,7,9,7.6
116,TRUE,Empty,Cystatin-C OS=Mus musculus OX=10090 GN=Cst3 PE=1 SV=2,CYTC_MOUSE,,16 kDa,,unknown,7,7,7,7,8,7.2
105,TRUE,Empty,Ezrin OS=Mus musculus OX=10090 GN=Ezr PE=1 SV=3,EZRI_MOUSE,,69 kDa,TRUE,unknown,18,17,14,17,17,16.6
214,TRUE,Empty,Phosphoglucomutase-1 OS=Mus musculus OX=10090 GN=Pgm1 PE=1 SV=4,PGM1_MOUSE,,61 kDa,,unknown,21,18,15,15,21,18
186,TRUE,Empty,Leukotriene A-4 hydrolase OS=Mus musculus OX=10090 GN=Lta4h PE=1 SV=4,LKHA4_MOUSE,,69 kDa,,unknown,22,16,16,17,22,18.6
187,TRUE,Empty,Follistatin-related protein 1 OS=Mus musculus OX=10090 GN=Fstl1 PE=1 SV=2,FSTL1_MOUSE,,35 kDa,,unknown,11,8,10,15,15,11.8
234,TRUE,Empty,F-box only protein 50 OS=Mus musculus OX=10090 GN=Nccrp1 PE=1 SV=1,A0A0A0MQ97_MOUSE (+1),,33 kDa,,unknown,9,10,8,11,10,9.6
13,TRUE,Empty,MCG140255 OS=Mus musculus OX=10090 GN=Psg23 PE=1 SV=1,Q9D2U0_MOUSE,,53 kDa,TRUE,unknown,7,5,5,7,5,5.8
349,TRUE,Empty,Isoform 2 of F-actin-capping protein subunit beta OS=Mus musculus OX=10090 GN=Capzb,sp|P47757-2|CAPZB_MOUSE,,31 kDa,,unknown,11,10,11,14,15,12.2
143,TRUE,Empty,"Fatty acid-binding protein, epidermal OS=Mus musculus OX=10090 GN=Fabp5 PE=1 SV=3",FABP5_MOUSE,,15 kDa,,unknown,9,9,10,8,9,9
230,TRUE,Empty,Creatine kinase B-type OS=Mus musculus OX=10090 GN=Ckb PE=1 SV=1,KCRB_MOUSE,,43 kDa,TRUE,unknown,15,11,11,15,14,13.2
194,TRUE,Empty,"6-phosphogluconate dehydrogenase, decarboxylating OS=Mus musculus OX=10090 GN=Pgd PE=1 SV=3",6PGD_MOUSE,,53 kDa,,unknown,12,10,13,13,14,12.4
312,TRUE,Empty,Basement membrane-specific heparan sulfate proteoglycan core protein OS=Mus musculus OX=10090 GN=Hspg2 PE=1 SV=1,B1B0C7_MOUSE (+1),,469 kDa,,unknown,25,12,29,18,19,20.6
241,TRUE,Empty,"Cytochrome c, somatic OS=Mus musculus OX=10090 GN=Cycs PE=1 SV=2",CYC_MOUSE,,12 kDa,,unknown,6,6,6,6,6,6
245,TRUE,Empty,Carboxypeptidase OS=Mus musculus OX=10090 GN=Ctsa PE=1 SV=1,G3X8T3_MOUSE (+1),,56 kDa,,unknown,13,10,9,12,13,11.4
152,TRUE,Empty,Plasma protease C1 inhibitor OS=Mus musculus OX=10090 GN=Serping1 PE=1 SV=3,IC1_MOUSE,,56 kDa,,unknown,13,10,12,12,12,11.8
197,TRUE,Empty,Pappalysin 2 OS=Mus musculus OX=10090 GN=Pappa2 PE=1 SV=1,E9PZ87_MOUSE,,199 kDa,,unknown,22,15,3,20,17,15.4
213,TRUE,Empty,Collagen alpha-1(III) chain OS=Mus musculus OX=10090 GN=Col3a1 PE=1 SV=4,CO3A1_MOUSE,,139 kDa,,unknown,11,8,6,10,6,8.2
327,TRUE,Empty,UDP-glucose:glycoprotein glucosyltransferase 1 OS=Mus musculus OX=10090 GN=Uggt1 PE=1 SV=4,UGGG1_MOUSE,,176 kDa,TRUE,unknown,23,23,9,25,22,20.4
215,TRUE,Empty,Alcohol dehydrogenase [NADP(+)] OS=Mus musculus OX=10090 GN=Akr1a1 PE=1 SV=3,AK1A1_MOUSE,,37 kDa,,unknown,11,9,11,12,9,10.4
257,TRUE,Empty,NADP-dependent malic enzyme OS=Mus musculus OX=10090 GN=Me1 PE=1 SV=2,MAOX_MOUSE,,64 kDa,,unknown,16,13,8,20,20,15.4
240,TRUE,Empty,Eukaryotic initiation factor 4A-I OS=Mus musculus OX=10090 GN=Eif4a1 PE=1 SV=1,IF4A1_MOUSE,,46 kDa,TRUE,unknown,15,14,12,14,15,14
232,TRUE,Empty,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Mus musculus OX=10090 GN=Plod1 PE=1 SV=1",PLOD1_MOUSE,,84 kDa,,unknown,25,17,14,20,21,19.4
146,TRUE,Empty,Growth hormone d4 OS=Mus musculus OX=10090 GN=Prl3d1 PE=2 SV=1,A0A286YC78_MOUSE (+1),,26 kDa,TRUE,unknown,6,6,7,8,7,6.8
239,TRUE,Empty,Glia-derived nexin OS=Mus musculus OX=10090 GN=Serpine2 PE=1 SV=2,GDN_MOUSE,,44 kDa,TRUE,unknown,16,14,13,16,15,14.8
61,TRUE,Empty,14-3-3 protein gamma OS=Mus musculus OX=10090 GN=Ywhag PE=1 SV=2,1433G_MOUSE,,28 kDa,TRUE,unknown,8,9,9,8,10,8.8
288,TRUE,Empty,Ubiquitin-like modifier-activating enzyme 1 OS=Mus musculus OX=10090 GN=Uba1 PE=1 SV=1,UBA1_MOUSE,,118 kDa,,unknown,22,16,11,20,19,17.6
264,TRUE,Empty,Collagen alpha-2(IV) chain OS=Mus musculus OX=10090 GN=Col4a2 PE=1 SV=4,CO4A2_MOUSE,,167 kDa,TRUE,unknown,9,9,8,9,13,9.6
129,TRUE,Empty,Prolactin-8A8 OS=Mus musculus OX=10090 GN=Prl8a8 PE=2 SV=1,Q8CFH0_MOUSE (+2),,32 kDa,TRUE,unknown,9,7,4,9,9,7.6
227,TRUE,Empty,Sulfhydryl oxidase 1 OS=Mus musculus OX=10090 GN=Qsox1 PE=1 SV=1,sp|Q8BND5|QSOX1_MOUSE,,83 kDa,TRUE,unknown,19,12,16,17,17,16.2
319,TRUE,Empty,Complement C3 OS=Mus musculus OX=10090 GN=C3 PE=1 SV=3,sp|P01027|CO3_MOUSE,,186 kDa,,unknown,10,8,8,11,9,9.2
446,TRUE,Empty,Antithrombin-III OS=Mus musculus OX=10090 GN=Serpinc1 PE=1 SV=1,ANT3_MOUSE,,52 kDa,TRUE,unknown,5,4,5,4,3,4.2
238,TRUE,Empty,Aspartyl aminopeptidase OS=Mus musculus OX=10090 GN=Dnpep PE=1 SV=2,DNPEP_MOUSE (+1),,52 kDa,,unknown,11,9,13,15,12,12
270,TRUE,Empty,Isocitrate dehydrogenase [NADP] cytoplasmic OS=Mus musculus OX=10090 GN=Idh1 PE=1 SV=2,IDHC_MOUSE,,47 kDa,TRUE,unknown,17,11,10,15,16,13.8
411,TRUE,Empty,Ribosome-binding protein 1 OS=Mus musculus OX=10090 GN=Rrbp1 PE=1 SV=1,A2AVJ7_MOUSE (+1),,158 kDa,,unknown,14,15,6,13,18,13.2
200,TRUE,Empty,"Aspartate aminotransferase, cytoplasmic OS=Mus musculus OX=10090 GN=Got1 PE=1 SV=3",AATC_MOUSE,,46 kDa,,unknown,16,17,12,15,19,15.8
294,TRUE,Empty,Adenylyl cyclase-associated protein 1 OS=Mus musculus OX=10090 GN=Cap1 PE=1 SV=4,CAP1_MOUSE,,52 kDa,,unknown,12,12,6,14,14,11.6
33,TRUE,Empty,"MCG1255, isoform CRA_b OS=Mus musculus OX=10090 GN=Psg19 PE=2 SV=1",Q4KL31_MOUSE,,53 kDa,TRUE,unknown,11,11,8,10,12,10.4
136,TRUE,Empty,Prolactin-4A1 OS=Mus musculus OX=10090 GN=Prl4a1 PE=2 SV=1,PR4A1_MOUSE,,26 kDa,,unknown,8,7,4,8,9,7.2
268,TRUE,Empty,Actin-related protein 2/3 complex subunit 2 OS=Mus musculus OX=10090 GN=Arpc2 PE=1 SV=3,ARPC2_MOUSE,,34 kDa,,unknown,11,10,10,11,13,11
209,TRUE,Empty,Biglycan OS=Mus musculus OX=10090 GN=Bgn PE=1 SV=1,PGS1_MOUSE,,42 kDa,TRUE,unknown,11,10,10,13,11,11
399,TRUE,Empty,Isoform 2 of Periostin OS=Mus musculus OX=10090 GN=Postn,sp|Q62009-2|POSTN_MOUSE,,90 kDa,,unknown,14,10,7,20,12,12.6
228,TRUE,Empty,Carbonic anhydrase 1 OS=Mus musculus OX=10090 GN=Ca1 PE=1 SV=4,CAH1_MOUSE,,28 kDa,,unknown,8,12,12,12,9,10.6
352,TRUE,Empty,Coatomer subunit alpha OS=Mus musculus OX=10090 GN=Copa PE=1 SV=2,COPA_MOUSE,,138 kDa,,unknown,17,16,7,22,23,17
183,TRUE,Empty,Translationally-controlled tumor protein OS=Mus musculus OX=10090 GN=Tpt1 PE=1 SV=1,TCTP_MOUSE,,19 kDa,,unknown,9,8,9,9,8,8.6
353,TRUE,Empty,Coatomer subunit beta' OS=Mus musculus OX=10090 GN=Copb2 PE=1 SV=2,COPB2_MOUSE,,102 kDa,,unknown,20,13,8,16,17,14.8
292,TRUE,Empty,Guanine deaminase OS=Mus musculus OX=10090 GN=Gda PE=1 SV=1,GUAD_MOUSE,,51 kDa,,unknown,17,18,12,18,17,16.4
265,TRUE,Empty,NK13 OS=Mus musculus OX=10090 GN=Serpinb6b PE=1 SV=2,O08804_MOUSE,,43 kDa,,unknown,11,10,7,12,12,10.4
204,TRUE,Empty,"Capping protein (Actin filament), gelsolin-like OS=Mus musculus OX=10090 GN=Capg PE=1 SV=1",Q99LB4_MOUSE,,39 kDa,,unknown,8,8,7,10,9,8.4
130,TRUE,Empty,Thioredoxin OS=Mus musculus OX=10090 GN=Txn PE=1 SV=3,THIO_MOUSE,,12 kDa,,unknown,8,5,5,6,7,6.2
452,TRUE,Empty,Collagen alpha-1(XII) chain OS=Mus musculus OX=10090 GN=Col12a1 PE=1 SV=1,E9PX70_MOUSE (+3),,334 kDa,,unknown,20,4,8,29,29,18
381,TRUE,Empty,Peroxidasin homolog OS=Mus musculus OX=10090 GN=Pxdn PE=1 SV=2,PXDN_MOUSE,,165 kDa,,unknown,22,8,7,28,23,17.6
34,TRUE,Empty,Pregnancy-specific glycoprotein 28 OS=Mus musculus OX=10090 GN=Psg28 PE=2 SV=1,Q4KL66_MOUSE,,53 kDa,TRUE,unknown,10,10,4,10,10,8.8
20,TRUE,Empty,MCG124046 OS=Mus musculus OX=10090 GN=Prss1 PE=1 SV=1,Q9Z1R9_MOUSE,,26 kDa,TRUE,unknown,2,0,2,2,2,1.6
219,TRUE,Empty,Legumain OS=Mus musculus OX=10090 GN=Lgmn PE=1 SV=1,LGMN_MOUSE,,49 kDa,,unknown,10,8,10,10,11,9.8
354,TRUE,Empty,Lysozyme C-2 OS=Mus musculus OX=10090 GN=Lyz2 PE=1 SV=2,LYZ2_MOUSE,,17 kDa,,unknown,2,3,4,3,3,3
291,TRUE,Empty,Adenosylhomocysteinase OS=Mus musculus OX=10090 GN=Ahcy PE=1 SV=3,SAHH_MOUSE,,48 kDa,,unknown,13,15,13,15,14,14
491,TRUE,Empty,Suprabasin OS=Mus musculus OX=10090 GN=Sbsn PE=1 SV=1,E9QPB2_MOUSE,,70 kDa,TRUE,unknown,10,10,7,13,14,10.8
122,TRUE,Empty,Hemoglobin subunit beta-H1 OS=Mus musculus OX=10090 GN=Hbb-bh1 PE=2 SV=3,HBBZ_MOUSE,,16 kDa,TRUE,unknown,10,11,10,10,11,10.4
358,TRUE,Empty,T-complex protein 1 subunit beta OS=Mus musculus OX=10090 GN=Cct2 PE=1 SV=4,TCPB_MOUSE,,57 kDa,,unknown,16,17,8,14,17,14.4
382,TRUE,Empty,Alpha-mannosidase 2 OS=Mus musculus OX=10090 GN=Man2a1 PE=1 SV=2,MA2A1_MOUSE,,132 kDa,TRUE,unknown,19,13,12,16,17,15.4
431,TRUE,Empty,Isoform 2 of AP-2 complex subunit beta OS=Mus musculus OX=10090 GN=Ap2b1,sp|Q9DBG3-2|AP2B1_MOUSE (+1),,106 kDa,TRUE,unknown,18,15,9,15,18,15
205,TRUE,Empty,Cathepsin Z OS=Mus musculus OX=10090 GN=Ctsz PE=1 SV=1,CATZ_MOUSE,,34 kDa,,unknown,8,6,6,8,7,7
190,TRUE,Empty,"H-2 class I histocompatibility antigen, D-B alpha chain OS=Mus musculus OX=10090 GN=H2-D1 PE=1 SV=2",HA11_MOUSE,,41 kDa,TRUE,unknown,11,9,11,10,10,10.2
266,TRUE,Empty,"Malate dehydrogenase, cytoplasmic OS=Mus musculus OX=10090 GN=Mdh1 PE=1 SV=3",MDHC_MOUSE,,37 kDa,,unknown,11,10,11,10,12,10.8
224,TRUE,Empty,Myosin light polypeptide 6 OS=Mus musculus OX=10090 GN=Myl6 PE=1 SV=1,A0A1W2P6F6_MOUSE (+3),,17 kDa,,unknown,9,8,7,9,8,8.2
226,TRUE,Empty,Actin-related protein 3 OS=Mus musculus OX=10090 GN=Actr3 PE=1 SV=3,ARP3_MOUSE,,47 kDa,,unknown,12,16,9,13,12,12.4
635,TRUE,Empty,Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus OX=10090 GN=Dync1h1 PE=1 SV=2,DYHC1_MOUSE,,532 kDa,TRUE,unknown,16,12,0,14,18,12
316,TRUE,Empty,DNA damage-binding protein 1 OS=Mus musculus OX=10090 GN=Ddb1 PE=1 SV=2,DDB1_MOUSE,,127 kDa,,unknown,20,20,8,22,11,16.2
289,TRUE,Empty,Destrin OS=Mus musculus OX=10090 GN=Dstn PE=1 SV=3,DEST_MOUSE,,19 kDa,TRUE,unknown,12,10,10,10,9,10.2
275,TRUE,Empty,Endoplasmic reticulum resident protein 29 OS=Mus musculus OX=10090 GN=Erp29 PE=1 SV=2,ERP29_MOUSE,,29 kDa,,unknown,10,11,10,11,9,10.2
206,TRUE,Empty,Ferritin heavy chain OS=Mus musculus OX=10090 GN=Fth1 PE=1 SV=2,FRIH_MOUSE,,21 kDa,,unknown,11,7,9,8,10,9
155,TRUE,Empty,L-lactate dehydrogenase B chain OS=Mus musculus OX=10090 GN=Ldhb PE=1 SV=2,LDHB_MOUSE,,37 kDa,TRUE,unknown,11,10,6,11,9,9.4
153,TRUE,Empty,Superoxide dismutase [Cu-Zn] OS=Mus musculus OX=10090 GN=Sod1 PE=1 SV=2,SODC_MOUSE,,16 kDa,,unknown,7,6,7,7,6,6.6
351,TRUE,Empty,Bisphosphoglycerate mutase OS=Mus musculus OX=10090 GN=Bpgm PE=1 SV=2,PMGE_MOUSE,,30 kDa,,unknown,7,8,7,7,8,7.4
223,TRUE,Empty,Cadherin-5 OS=Mus musculus OX=10090 GN=Cdh5 PE=1 SV=2,CADH5_MOUSE,,88 kDa,,unknown,16,12,9,16,17,14
242,TRUE,Empty,Cytosolic non-specific dipeptidase OS=Mus musculus OX=10090 GN=Cndp2 PE=1 SV=1,CNDP2_MOUSE,,53 kDa,,unknown,16,11,8,12,18,13
216,TRUE,Empty,Collagen alpha-1(IV) chain OS=Mus musculus OX=10090 GN=Col4a1 PE=1 SV=4,CO4A1_MOUSE,,161 kDa,TRUE,unknown,6,5,6,5,6,5.6
252,TRUE,Empty,Proteasome subunit alpha type-3 OS=Mus musculus OX=10090 GN=Psma3 PE=1 SV=3,PSA3_MOUSE,,28 kDa,,unknown,13,6,9,12,11,10.2
341,TRUE,Empty,Stress-induced-phosphoprotein 1 OS=Mus musculus OX=10090 GN=Stip1 PE=1 SV=1,STIP1_MOUSE,,63 kDa,,unknown,12,14,7,15,13,12.2
361,TRUE,Empty,Apolipoprotein E OS=Mus musculus OX=10090 GN=Apoe PE=1 SV=2,APOE_MOUSE,,36 kDa,,unknown,8,10,10,11,8,9.4
366,TRUE,Empty,Isoform HK1-SC of Hexokinase-1 OS=Mus musculus OX=10090 GN=Hk1,sp|P17710-4|HXK1_MOUSE,,103 kDa,TRUE,unknown,13,15,9,14,10,12.2
231,TRUE,Empty,UTP--glucose-1-phosphate uridylyltransferase OS=Mus musculus OX=10090 GN=Ugp2 PE=1 SV=3,sp|Q91ZJ5|UGPA_MOUSE,,57 kDa,,unknown,15,13,11,12,12,12.6
459,TRUE,Empty,Coatomer subunit delta OS=Mus musculus OX=10090 GN=Arcn1 PE=1 SV=2,COPD_MOUSE,,57 kDa,,unknown,13,11,8,12,15,11.8
188,TRUE,Empty,Proteasome subunit alpha type-7 OS=Mus musculus OX=10090 GN=Psma7 PE=1 SV=1,PSA7_MOUSE,,28 kDa,,unknown,10,9,11,10,12,10.4
281,TRUE,Empty,Proteasome subunit beta type-2 OS=Mus musculus OX=10090 GN=Psmb2 PE=1 SV=1,PSB2_MOUSE,,23 kDa,,unknown,8,10,8,7,11,8.8
305,TRUE,Empty,"ATP synthase subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1b PE=1 SV=2",ATPB_MOUSE,,56 kDa,,unknown,17,14,11,13,17,14.4
376,TRUE,Empty,LIM and SH3 domain protein 1 OS=Mus musculus OX=10090 GN=Lasp1 PE=1 SV=1,LASP1_MOUSE,,30 kDa,,unknown,11,9,8,6,6,8
485,TRUE,Empty,Lamin-B1 OS=Mus musculus OX=10090 GN=Lmnb1 PE=1 SV=3,LMNB1_MOUSE,,67 kDa,TRUE,unknown,18,11,4,16,12,12.2
248,TRUE,Empty,Isoform 2 of Fibulin-2 OS=Mus musculus OX=10090 GN=Fbln2,sp|P37889-2|FBLN2_MOUSE (+1),,126 kDa,,unknown,14,6,7,23,13,12.6
303,TRUE,Empty,Ribonuclease inhibitor OS=Mus musculus OX=10090 GN=Rnh1 PE=1 SV=1,A0A1B0GSG5_MOUSE (+1),,54 kDa,,unknown,13,13,9,15,10,12
460,TRUE,Empty,Isoform Short of Tripeptidyl-peptidase 2 OS=Mus musculus OX=10090 GN=Tpp2,sp|Q64514-2|TPP2_MOUSE,,138 kDa,,unknown,13,11,9,22,12,13.4
229,TRUE,Empty,Heterogeneous nuclear ribonucleoprotein A1 OS=Mus musculus OX=10090 GN=Hnrnpa1 PE=1 SV=1,Q5EBP8_MOUSE (+1),,39 kDa,TRUE,unknown,11,10,9,10,10,10
263,TRUE,Empty,Adipocyte enhancer-binding protein 1 OS=Mus musculus OX=10090 GN=Aebp1 PE=1 SV=1,sp|Q640N1|AEBP1_MOUSE,,128 kDa,,unknown,15,9,11,17,13,13
247,TRUE,Empty,Actin-related protein 2 OS=Mus musculus OX=10090 GN=Actr2 PE=1 SV=1,ARP2_MOUSE,,45 kDa,,unknown,10,9,5,10,9,8.6
300,TRUE,Empty,Deoxyribonuclease gamma OS=Mus musculus OX=10090 GN=Dnase1l3 PE=1 SV=1,DNSL3_MOUSE,,36 kDa,,unknown,12,10,4,17,13,11.2
286,TRUE,Empty,Protein-arginine deiminase type-2 OS=Mus musculus OX=10090 GN=Padi2 PE=1 SV=2,PADI2_MOUSE,,76 kDa,,unknown,15,11,11,13,16,13.2
280,TRUE,Empty,Actin-related protein 2/3 complex subunit 1B OS=Mus musculus OX=10090 GN=Arpc1b PE=1 SV=4,ARC1B_MOUSE (+1),,41 kDa,TRUE,unknown,10,8,5,11,8,8.4
279,TRUE,Empty,Cysteine and glycine-rich protein 1 OS=Mus musculus OX=10090 GN=Csrp1 PE=1 SV=3,CSRP1_MOUSE,,21 kDa,,unknown,10,9,7,10,9,9
340,TRUE,Empty,Delta-aminolevulinic acid dehydratase OS=Mus musculus OX=10090 GN=Alad PE=1 SV=1,HEM2_MOUSE,,36 kDa,,unknown,12,10,7,10,12,10.2
462,TRUE,Empty,PDZ and LIM domain protein 1 OS=Mus musculus OX=10090 GN=Pdlim1 PE=1 SV=4,PDLI1_MOUSE,,36 kDa,,unknown,12,8,7,10,13,10
362,TRUE,Empty,Puromycin-sensitive aminopeptidase OS=Mus musculus OX=10090 GN=Npepps PE=1 SV=2,PSA_MOUSE,,103 kDa,,unknown,15,16,13,14,14,14.4
325,TRUE,Empty,T-complex protein 1 subunit gamma OS=Mus musculus OX=10090 GN=Cct3 PE=1 SV=1,TCPG_MOUSE,,61 kDa,,unknown,15,14,4,14,11,11.6
389,TRUE,Empty,Xanthine dehydrogenase/oxidase OS=Mus musculus OX=10090 GN=Xdh PE=1 SV=5,XDH_MOUSE,,147 kDa,,unknown,17,14,11,16,15,14.6
308,TRUE,Empty,Lysyl oxidase homolog 2 OS=Mus musculus OX=10090 GN=Loxl2 PE=1 SV=2,sp|P58022|LOXL2_MOUSE,,87 kDa,,unknown,10,6,7,14,11,9.6
261,TRUE,Empty,Chloride intracellular channel protein 4 OS=Mus musculus OX=10090 GN=Clic4 PE=1 SV=3,CLIC4_MOUSE,,29 kDa,TRUE,unknown,12,8,6,13,12,10.2
338,TRUE,Empty,Cathepsin Q OS=Mus musculus OX=10090 GN=Ctsq PE=1 SV=1,Q91ZF4_MOUSE,,39 kDa,,unknown,8,5,5,9,8,7
253,TRUE,Empty,Isoform 2 of Glucosidase 2 subunit beta OS=Mus musculus OX=10090 GN=Prkcsh,sp|O08795-2|GLU2B_MOUSE (+1),,60 kDa,,unknown,9,9,10,9,10,9.4
243,TRUE,Empty,Flavin reductase (NADPH) OS=Mus musculus OX=10090 GN=Blvrb PE=1 SV=3,BLVRB_MOUSE,,22 kDa,,unknown,6,10,11,10,8,9
299,TRUE,Empty,Dipeptidyl peptidase 3 OS=Mus musculus OX=10090 GN=Dpp3 PE=1 SV=2,DPP3_MOUSE,,83 kDa,,unknown,18,13,9,14,15,13.8
208,TRUE,Empty,Protein S100-A9 OS=Mus musculus OX=10090 GN=S100a9 PE=1 SV=3,S10A9_MOUSE,,13 kDa,,unknown,5,3,4,5,4,4.2
394,TRUE,Empty,V-type proton ATPase catalytic subunit A OS=Mus musculus OX=10090 GN=Atp6v1a PE=1 SV=2,sp|P50516|VATA_MOUSE,,68 kDa,,unknown,14,11,6,13,13,11.4
523,TRUE,Empty,Nucleolin OS=Mus musculus OX=10090 GN=Ncl PE=1 SV=2,NUCL_MOUSE,,77 kDa,,unknown,10,19,5,13,17,12.8
184,TRUE,Empty,Proteasome subunit alpha type-6 OS=Mus musculus OX=10090 GN=Psma6 PE=1 SV=1,PSA6_MOUSE,,27 kDa,,unknown,11,12,10,11,10,10.8
210,TRUE,Empty,"Aspartate aminotransferase, mitochondrial OS=Mus musculus OX=10090 GN=Got2 PE=1 SV=1",AATM_MOUSE,,47 kDa,,unknown,15,14,12,14,15,14
344,TRUE,Empty,Annexin A2 OS=Mus musculus OX=10090 GN=Anxa2 PE=1 SV=2,ANXA2_MOUSE,,39 kDa,,unknown,12,9,9,12,12,10.8
165,TRUE,Empty,"Keratin, type II cytoskeletal 7 OS=Mus musculus OX=10090 GN=Krt7 PE=1 SV=1",K2C7_MOUSE,,51 kDa,TRUE,unknown,19,10,6,16,15,13.2
233,TRUE,Empty,Amine oxidase OS=Mus musculus OX=10090 GN=Doxl2 PE=3 SV=1,Q6IMK7_MOUSE,,82 kDa,,unknown,19,12,11,14,14,14
320,TRUE,Empty,Isoform 2 of Sorcin OS=Mus musculus OX=10090 GN=Sri,sp|Q6P069-2|SORCN_MOUSE (+1),,20 kDa,,unknown,8,7,6,7,9,7.4
296,TRUE,Empty,Coactosin-like protein OS=Mus musculus OX=10090 GN=Cotl1 PE=1 SV=3,COTL1_MOUSE,,16 kDa,,unknown,8,6,6,8,8,7.2
302,TRUE,Empty,Beta-hexosaminidase subunit beta OS=Mus musculus OX=10090 GN=Hexb PE=1 SV=2,HEXB_MOUSE,,61 kDa,,unknown,12,9,11,12,11,11
236,TRUE,Empty,Proteasome subunit beta type-5 OS=Mus musculus OX=10090 GN=Psmb5 PE=1 SV=3,PSB5_MOUSE,,29 kDa,,unknown,10,10,13,10,11,10.8
367,TRUE,Empty,72 kDa type IV collagenase OS=Mus musculus OX=10090 GN=Mmp2 PE=1 SV=1,sp|P33434|MMP2_MOUSE,,74 kDa,,unknown,15,12,8,21,16,14.4
77,TRUE,Empty,14-3-3 protein theta (Fragment) OS=Mus musculus OX=10090 GN=Ywhaq PE=1 SV=1,F6VW30_MOUSE (+3),,34 kDa,TRUE,unknown,11,9,7,9,9,9
106,TRUE,Empty,Radixin OS=Mus musculus OX=10090 GN=Rdx PE=1 SV=3,RADI_MOUSE,,69 kDa,TRUE,unknown,15,11,11,13,12,12.4
515,TRUE,Empty,Isoform 2 of Microtubule-associated protein 4 OS=Mus musculus OX=10090 GN=Map4,sp|P27546-2|MAP4_MOUSE (+1),,117 kDa,TRUE,unknown,19,16,5,12,12,12.8
258,TRUE,Empty,Ribosomal protein OS=Mus musculus OX=10090 GN=Rpl10a PE=1 SV=1,Q5XJF6_MOUSE,,25 kDa,,unknown,8,9,7,10,8,8.4
314,TRUE,Empty,Receptor of activated protein C kinase 1 OS=Mus musculus OX=10090 GN=Rack1 PE=1 SV=3,RACK1_MOUSE,,35 kDa,,unknown,12,7,9,14,13,11
284,TRUE,Empty,Synaptic vesicle membrane protein VAT-1 homolog OS=Mus musculus OX=10090 GN=Vat1 PE=1 SV=3,VAT1_MOUSE,,43 kDa,,unknown,11,8,7,11,12,9.8
347,TRUE,Empty,Cathepsin S OS=Mus musculus OX=10090 GN=Ctss PE=1 SV=2,CATS_MOUSE (+1),,38 kDa,,unknown,10,7,9,10,8,8.8
211,TRUE,Empty,Lumican OS=Mus musculus OX=10090 GN=Lum PE=1 SV=2,LUM_MOUSE,,38 kDa,,unknown,7,7,7,10,10,8.2
182,TRUE,Empty,Retinoic acid receptor responder protein 2 OS=Mus musculus OX=10090 GN=Rarres2 PE=1 SV=1,RARR2_MOUSE,,18 kDa,TRUE,unknown,8,7,8,8,9,8
149,TRUE,Empty,Trophoblast-specific protein beta OS=Mus musculus OX=10090 GN=Tpbpb PE=1 SV=1,A0A286YD45_MOUSE (+1),,14 kDa,,unknown,6,5,2,5,5,4.6
398,TRUE,Empty,"Fatty acid-binding protein, heart OS=Mus musculus OX=10090 GN=Fabp3 PE=1 SV=5",FABPH_MOUSE,,15 kDa,TRUE,unknown,4,5,5,5,5,4.8
249,TRUE,Empty,Apolipoprotein A-IV OS=Mus musculus OX=10090 GN=Apoa4 PE=1 SV=3,APOA4_MOUSE,,45 kDa,,unknown,15,0,0,14,21,10
669,TRUE,Empty,AHNAK nucleoprotein (desmoyokin) OS=Mus musculus OX=10090 GN=Ahnak PE=1 SV=1,E9Q616_MOUSE,,604 kDa,,unknown,7,7,7,8,10,7.8
272,TRUE,Empty,N-acetylgalactosamine-6-sulfatase OS=Mus musculus OX=10090 GN=Galns PE=1 SV=2,GALNS_MOUSE,,58 kDa,,unknown,14,9,6,7,10,9.2
