"Accession.New","MouseGeneName","Description","Accession.Number","Sample1","Sample2","Sample3","Sample4","Sample5","ProteinID"
"NQO2_MOUSE","Nqo2","Ribosyldihydronicotinamide dehydrogenase [quinone] OS=Mus musculus OX=10090 GN=Nqo2 PE=1 SV=3","NQO2_MOUSE",4,2,2,2,4,"Q9JI75"
"NSF1C_MOUSE","Nsfl1c","Isoform 3 of NSFL1 cofactor p47 OS=Mus musculus OX=10090 GN=Nsfl1c","sp|Q9CZ44-3|NSF1C_MOUSE (+1)",6,6,0,6,5,"Q9CZ44"
"NTF2_MOUSE","Nutf2","Nuclear transport factor 2 OS=Mus musculus OX=10090 GN=Nutf2 PE=1 SV=1","NTF2_MOUSE",3,2,0,2,2,"P61971"
"NUCB1_MOUSE","Nucb1","Nucleobindin-1 OS=Mus musculus OX=10090 GN=Nucb1 PE=1 SV=2","NUCB1_MOUSE",15,9,9,15,10,"Q02819"
"NUCB2_MOUSE","Nucb2","Nucleobindin-2 OS=Mus musculus OX=10090 GN=Nucb2 PE=1 SV=2","NUCB2_MOUSE (+1)",4,4,0,4,4,"P81117"
"NUCL_MOUSE","Ncl","Nucleolin OS=Mus musculus OX=10090 GN=Ncl PE=1 SV=2","NUCL_MOUSE",10,19,5,13,17,"P09405"
"NUDC_MOUSE","Nudc","Nuclear migration protein nudC OS=Mus musculus OX=10090 GN=Nudc PE=1 SV=1","NUDC_MOUSE",8,7,6,6,8,"O35685"
"O08797_MOUSE","Serpinb9","SPI6 OS=Mus musculus OX=10090 GN=Serpinb9 PE=1 SV=1","O08797_MOUSE",8,3,2,5,7,"O08797"
"O08804_MOUSE","Serpinb6b","NK13 OS=Mus musculus OX=10090 GN=Serpinb6b PE=1 SV=2","O08804_MOUSE",11,10,7,12,12,"O08804"
"O08806_MOUSE","Serpinb9e","MCG118183 OS=Mus musculus OX=10090 GN=Serpinb9e PE=1 SV=2","O08806_MOUSE",8,9,8,7,8,"O08806"
"O35258_MOUSE","Prl8a2","Decidual/trophoblast prolactin-related protein OS=Mus musculus OX=10090 GN=Prl8a2 PE=1 SV=1","O35258_MOUSE (+1)",9,7,8,8,8,"O35258"
"O88325_MOUSE","Naglu","Alpha-N-acetylglucosaminidase OS=Mus musculus OX=10090 GN=Naglu PE=1 SV=1","O88325_MOUSE",10,6,3,10,10,"O88325"
"OAF_MOUSE","Oaf","Out at first protein homolog OS=Mus musculus OX=10090 GN=Oaf PE=2 SV=1","OAF_MOUSE",4,3,3,6,4,"Q8QZR4"
"OLA1_MOUSE","Ola1","Obg-like ATPase 1 OS=Mus musculus OX=10090 GN=Ola1 PE=1 SV=1","sp|Q9CZ30|OLA1_MOUSE",3,2,0,4,4,"Q9CZ30"
"OLR1_MOUSE","Olr1","Oxidized low-density lipoprotein receptor 1 OS=Mus musculus OX=10090 GN=Olr1 PE=2 SV=2","OLR1_MOUSE",2,2,0,2,2,"Q9EQ09"
"OSTF1_MOUSE","Ostf1","Osteoclast-stimulating factor 1 OS=Mus musculus OX=10090 GN=Ostf1 PE=1 SV=2","OSTF1_MOUSE",4,4,2,4,5,"Q62422"
"P4HA1_MOUSE","P4ha1","Prolyl 4-hydroxylase subunit alpha-1 OS=Mus musculus OX=10090 GN=P4ha1 PE=1 SV=2","sp|Q60715|P4HA1_MOUSE",7,6,0,6,4,"Q60715"
"PA2G4_MOUSE","Pa2g4","Proliferation-associated protein 2G4 OS=Mus musculus OX=10090 GN=Pa2g4 PE=1 SV=3","sp|P50580|PA2G4_MOUSE",9,7,5,10,11,"P50580"
"PABP1_MOUSE","Pabpc1","Polyadenylate-binding protein 1 OS=Mus musculus OX=10090 GN=Pabpc1 PE=1 SV=2","PABP1_MOUSE",9,11,9,12,11,"P29341"
"PADI2_MOUSE","Padi2","Protein-arginine deiminase type-2 OS=Mus musculus OX=10090 GN=Padi2 PE=1 SV=2","PADI2_MOUSE",15,11,11,13,16,"Q08642"
"PAFA_MOUSE","Pla2g7","Platelet-activating factor acetylhydrolase OS=Mus musculus OX=10090 GN=Pla2g7 PE=2 SV=2","PAFA_MOUSE",13,11,9,13,12,"Q60963"
"PAK2_MOUSE","Pak2","Serine/threonine-protein kinase PAK 2 OS=Mus musculus OX=10090 GN=Pak2 PE=1 SV=1","PAK2_MOUSE",2,2,0,2,2,"Q8CIN4"
"PARK7_MOUSE","Park7","Protein/nucleic acid deglycase DJ-1 OS=Mus musculus OX=10090 GN=Park7 PE=1 SV=1","PARK7_MOUSE",8,9,7,8,8,"Q99LX0"
"PCBP1_MOUSE","Pcbp1","Poly(rC)-binding protein 1 OS=Mus musculus OX=10090 GN=Pcbp1 PE=1 SV=1","PCBP1_MOUSE",9,7,5,6,7,"P60335"
"PCNA_MOUSE","Pcna","Proliferating cell nuclear antigen OS=Mus musculus OX=10090 GN=Pcna PE=1 SV=2","PCNA_MOUSE",6,6,4,6,4,"P17918"
"PCOC1_MOUSE","Pcolce","Procollagen C-endopeptidase enhancer 1 OS=Mus musculus OX=10090 GN=Pcolce PE=1 SV=2","PCOC1_MOUSE",8,4,3,9,9,"Q61398"
"PDC10_MOUSE","Pdcd10","Programmed cell death protein 10 OS=Mus musculus OX=10090 GN=Pdcd10 PE=1 SV=1","PDC10_MOUSE",3,4,2,2,2,"Q8VE70"
"PDC6I_MOUSE","Pdcd6ip","Programmed cell death 6-interacting protein OS=Mus musculus OX=10090 GN=Pdcd6ip PE=1 SV=3","sp|Q9WU78|PDC6I_MOUSE",8,5,0,9,7,"Q9WU78"
"PDIA1_MOUSE","P4hb","Protein disulfide-isomerase OS=Mus musculus OX=10090 GN=P4hb PE=1 SV=2","PDIA1_MOUSE",31,29,30,32,30,"P09103"
"PDIA3_MOUSE","Pdia3","Protein disulfide-isomerase A3 OS=Mus musculus OX=10090 GN=Pdia3 PE=1 SV=2","PDIA3_MOUSE",31,28,32,30,32,"P27773"
"PDIA5_MOUSE","Pdia5","Protein disulfide-isomerase A5 OS=Mus musculus OX=10090 GN=Pdia5 PE=1 SV=1","PDIA5_MOUSE",3,4,0,5,2,"Q921X9"
"PDLI1_MOUSE","Pdlim1","PDZ and LIM domain protein 1 OS=Mus musculus OX=10090 GN=Pdlim1 PE=1 SV=4","PDLI1_MOUSE",12,8,7,10,13,"O70400"
"PDLI5_MOUSE","Pdlim5","PDZ and LIM domain protein 5 OS=Mus musculus OX=10090 GN=Pdlim5 PE=1 SV=4","sp|Q8CI51|PDLI5_MOUSE",7,3,3,9,8,"Q8CI51"
"PEBP1_MOUSE","Pebp1","Phosphatidylethanolamine-binding protein 1 OS=Mus musculus OX=10090 GN=Pebp1 PE=1 SV=3","PEBP1_MOUSE",8,7,4,7,8,"P70296"
"PEDF_MOUSE","Serpinf1","Pigment epithelium-derived factor OS=Mus musculus OX=10090 GN=Serpinf1 PE=1 SV=2","PEDF_MOUSE",5,4,2,6,4,"P97298"
"PEPA5_MOUSE","Pga5","Pepsin A-5 OS=Mus musculus OX=10090 GN=Pga5 PE=1 SV=1","PEPA5_MOUSE",4,4,4,5,6,"Q9D106"
"PEPD_MOUSE","Pepd","Xaa-Pro dipeptidase OS=Mus musculus OX=10090 GN=Pepd PE=1 SV=3","PEPD_MOUSE",7,6,4,5,6,"Q11136"
"PEPL1_MOUSE","Npepl1","Probable aminopeptidase NPEPL1 OS=Mus musculus OX=10090 GN=Npepl1 PE=1 SV=1","PEPL1_MOUSE",6,4,0,3,5,"Q6NSR8"
"PFKAP_MOUSE","Pfkp","ATP-dependent 6-phosphofructokinase, platelet type OS=Mus musculus OX=10090 GN=Pfkp PE=1 SV=1","sp|Q9WUA3|PFKAP_MOUSE",4,5,0,4,6,"Q9WUA3"
"PGAM1_MOUSE","Pgam1","Phosphoglycerate mutase 1 OS=Mus musculus OX=10090 GN=Pgam1 PE=1 SV=3","PGAM1_MOUSE",15,15,13,14,14,"Q9DBJ1"
"PGK1_MOUSE","Pgk1","Phosphoglycerate kinase 1 OS=Mus musculus OX=10090 GN=Pgk1 PE=1 SV=4","PGK1_MOUSE",19,18,20,20,21,"P09411"
"PGM1_MOUSE","Pgm1","Phosphoglucomutase-1 OS=Mus musculus OX=10090 GN=Pgm1 PE=1 SV=4","PGM1_MOUSE",21,18,15,15,21,"Q9D0F9"
"PGM2_MOUSE","Pgm2","Phosphoglucomutase-2 OS=Mus musculus OX=10090 GN=Pgm2 PE=1 SV=1","PGM2_MOUSE",13,9,5,9,10,"Q7TSV4"
"PGP_MOUSE","Pgp","Glycerol-3-phosphate phosphatase OS=Mus musculus OX=10090 GN=Pgp PE=1 SV=1","PGP_MOUSE",3,5,4,7,0,"Q8CHP8"
"PGS1_MOUSE","Bgn","Biglycan OS=Mus musculus OX=10090 GN=Bgn PE=1 SV=1","PGS1_MOUSE",11,10,10,13,11,"P28653"
"PGS2_MOUSE","Dcn","Decorin OS=Mus musculus OX=10090 GN=Dcn PE=1 SV=1","PGS2_MOUSE",16,14,16,15,16,"P28654"
"PHP14_MOUSE","Phpt1","14 kDa phosphohistidine phosphatase OS=Mus musculus OX=10090 GN=Phpt1 PE=1 SV=1","PHP14_MOUSE",2,2,0,2,2,"Q9DAK9"
"PICAL_MOUSE","Picalm","Isoform 2 of Phosphatidylinositol-binding clathrin assembly protein OS=Mus musculus OX=10090 GN=Picalm","sp|Q7M6Y3-2|PICAL_MOUSE (+5)",4,4,0,4,4,"Q7M6Y3"
"PIPNA_MOUSE","Pitpna","Phosphatidylinositol transfer protein alpha isoform OS=Mus musculus OX=10090 GN=Pitpna PE=1 SV=2","PIPNA_MOUSE",7,6,2,8,4,"P53810"
"PLAP_MOUSE","Plaa","Phospholipase A-2-activating protein OS=Mus musculus OX=10090 GN=Plaa PE=1 SV=4","PLAP_MOUSE",7,2,0,4,4,"P27612"
"PLBL2_MOUSE","Plbd2","Putative phospholipase B-like 2 OS=Mus musculus OX=10090 GN=Plbd2 PE=1 SV=2","sp|Q3TCN2|PLBL2_MOUSE",4,2,6,2,4,"Q3TCN2"
"PLEC_MOUSE","Plec","Isoform PLEC-1 of Plectin OS=Mus musculus OX=10090 GN=Plec","sp|Q9QXS1-2|PLEC_MOUSE",70,46,23,67,62,"Q9QXS1"
"PLF4_MOUSE","Pf4","Platelet factor 4 OS=Mus musculus OX=10090 GN=Pf4 PE=1 SV=1","PLF4_MOUSE",2,3,2,3,3,"Q9Z126"
"PLMN_MOUSE","Plg","Plasminogen OS=Mus musculus OX=10090 GN=Plg PE=1 SV=3","PLMN_MOUSE",2,3,4,2,2,"P20918"
"PLOD1_MOUSE","Plod1","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Mus musculus OX=10090 GN=Plod1 PE=1 SV=1","PLOD1_MOUSE",25,17,14,20,21,"Q9R0E2"
"PLOD3_MOUSE","Plod3","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 OS=Mus musculus OX=10090 GN=Plod3 PE=1 SV=1","PLOD3_MOUSE",12,7,2,8,7,"Q9R0E1"
"PLSL_MOUSE","Lcp1","Plastin-2 OS=Mus musculus OX=10090 GN=Lcp1 PE=1 SV=4","PLSL_MOUSE",34,25,25,31,29,"Q61233"
"PLTP_MOUSE","Pltp","Phospholipid transfer protein OS=Mus musculus OX=10090 GN=Pltp PE=1 SV=1","PLTP_MOUSE",10,7,0,8,11,"P55065"
"PMGE_MOUSE","Bpgm","Bisphosphoglycerate mutase OS=Mus musculus OX=10090 GN=Bpgm PE=1 SV=2","PMGE_MOUSE",7,8,7,7,8,"P15327"
"POSTN_MOUSE","Postn","Isoform 2 of Periostin OS=Mus musculus OX=10090 GN=Postn","sp|Q62009-2|POSTN_MOUSE",14,10,7,20,12,"Q62009"
"PP1A_MOUSE","Ppp1ca","Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Mus musculus OX=10090 GN=Ppp1ca PE=1 SV=1","PP1A_MOUSE",2,2,0,4,3,"P62137"
"PP2AB_MOUSE","Ppp2cb","Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform OS=Mus musculus OX=10090 GN=Ppp2cb PE=1 SV=1","PP2AB_MOUSE",5,4,2,6,4,"P62715"
"PPAC_MOUSE","Acp1","Low molecular weight phosphotyrosine protein phosphatase OS=Mus musculus OX=10090 GN=Acp1 PE=1 SV=3","sp|Q9D358|PPAC_MOUSE",2,2,3,3,2,"Q9D358"
"PPCE_MOUSE","Prep","Prolyl endopeptidase OS=Mus musculus OX=10090 GN=Prep PE=1 SV=1","PPCE_MOUSE",11,7,5,8,11,"Q9QUR6"
"PPIA_MOUSE","Ppia","Peptidyl-prolyl cis-trans isomerase A OS=Mus musculus OX=10090 GN=Ppia PE=1 SV=2","PPIA_MOUSE",10,11,10,10,10,"P17742"
"PPIB_MOUSE","Ppib","Peptidyl-prolyl cis-trans isomerase B OS=Mus musculus OX=10090 GN=Ppib PE=1 SV=2","PPIB_MOUSE",12,12,12,12,12,"P24369"
"PPIC_MOUSE","Ppic","Peptidyl-prolyl cis-trans isomerase C OS=Mus musculus OX=10090 GN=Ppic PE=1 SV=1","PPIC_MOUSE",6,6,6,7,8,"P30412"
"PPID_MOUSE","Ppid","Peptidyl-prolyl cis-trans isomerase D OS=Mus musculus OX=10090 GN=Ppid PE=1 SV=3","PPID_MOUSE",10,5,4,6,8,"Q9CR16"
"PPT1_MOUSE","Ppt1","Palmitoyl-protein thioesterase 1 OS=Mus musculus OX=10090 GN=Ppt1 PE=1 SV=2","PPT1_MOUSE",4,2,2,2,3,"O88531"
"PR2A1_MOUSE","Prl2a1","Prolactin-2A1 OS=Mus musculus OX=10090 GN=Prl2a1 PE=2 SV=1","PR2A1_MOUSE",12,12,12,13,12,"Q9JHK0"
"PR2B1_MOUSE","Prl2b1","Prolactin-2B1 OS=Mus musculus OX=10090 GN=Prl2b1 PE=2 SV=1","PR2B1_MOUSE",11,11,9,11,11,"Q9DAZ2"
"PR2C2_MOUSE","Prl2c2","Prolactin-2C2 OS=Mus musculus OX=10090 GN=Prl2c2 PE=1 SV=1","sp|P04095|PR2C2_MOUSE",13,12,9,11,11,"P04095"
"PR2C5_MOUSE","Prl2c5","Isoform 2 of Prolactin-2C5 OS=Mus musculus OX=10090 GN=Prl2c5","sp|Q9JLV9-2|PR2C5_MOUSE (+1)",9,8,8,9,10,"Q9JLV9"
"PR3B1_MOUSE","Prl3b1","Prolactin-3B1 OS=Mus musculus OX=10090 GN=Prl3b1 PE=1 SV=1","PR3B1_MOUSE",11,10,8,10,9,"P09586"
"PR4A1_MOUSE","Prl4a1","Prolactin-4A1 OS=Mus musculus OX=10090 GN=Prl4a1 PE=2 SV=1","PR4A1_MOUSE",8,7,4,8,9,"O35256"
"PR6A1_MOUSE","Prl6a1","Prolactin-6A1 OS=Mus musculus OX=10090 GN=Prl6a1 PE=2 SV=1","PR6A1_MOUSE (+1)",4,2,0,4,4,"O35257"
"PR7A1_MOUSE","Prl7a1","Isoform 2 of Prolactin-7A1 OS=Mus musculus OX=10090 GN=Prl7a1","sp|O54830-2|PR7A1_MOUSE (+1)",4,4,0,4,5,"O54830"
"PR7A2_MOUSE","Prl7a2","Prolactin-7A2 OS=Mus musculus OX=10090 GN=Prl7a2 PE=2 SV=1","PR7A2_MOUSE",9,8,6,9,9,"O54831"
"PR7B1_MOUSE","Prl7b1","Prolactin-7B1 OS=Mus musculus OX=10090 GN=Prl7b1 PE=2 SV=2","PR7B1_MOUSE",8,6,6,6,8,"Q8CGZ9"
"PR7D1_MOUSE","Prl7d1","Prolactin-7D1 OS=Mus musculus OX=10090 GN=Prl7d1 PE=2 SV=1","PR7D1_MOUSE (+1)",15,12,12,14,15,"P04769"
"PR8A6_MOUSE","Prl8a6","Isoform 3 of Prolactin-8A6 OS=Mus musculus OX=10090 GN=Prl8a6","sp|Q9DAY2-3|PR8A6_MOUSE (+1)",2,4,0,3,3,"Q9DAY2"
"PR8A9_MOUSE","Prl8a9","Prolactin-8A9 OS=Mus musculus OX=10090 GN=Prl8a9 PE=2 SV=1","PR8A9_MOUSE",9,9,6,8,8,"Q9CQ58"
"PRDX1_MOUSE","Prdx1","Peroxiredoxin-1 OS=Mus musculus OX=10090 GN=Prdx1 PE=1 SV=1","PRDX1_MOUSE",12,12,13,12,12,"P35700"
"PRDX2_MOUSE","Prdx2","Peroxiredoxin-2 OS=Mus musculus OX=10090 GN=Prdx2 PE=1 SV=3","PRDX2_MOUSE",10,11,9,9,10,"Q61171"
"PRDX3_MOUSE","Prdx3","Thioredoxin-dependent peroxide reductase, mitochondrial OS=Mus musculus OX=10090 GN=Prdx3 PE=1 SV=1","PRDX3_MOUSE",5,3,4,4,6,"P20108"
"PRDX4_MOUSE","Prdx4","Peroxiredoxin-4 OS=Mus musculus OX=10090 GN=Prdx4 PE=1 SV=1","PRDX4_MOUSE",6,7,5,7,8,"O08807"
"PRDX5_MOUSE","Prdx5","Peroxiredoxin-5, mitochondrial OS=Mus musculus OX=10090 GN=Prdx5 PE=1 SV=2","sp|P99029|PRDX5_MOUSE",7,6,7,7,5,"P99029"
"PROF1_MOUSE","Pfn1","Profilin-1 OS=Mus musculus OX=10090 GN=Pfn1 PE=1 SV=2","PROF1_MOUSE",10,9,10,10,10,"P62962"
"PROS_MOUSE","Pros1","Vitamin K-dependent protein S OS=Mus musculus OX=10090 GN=Pros1 PE=2 SV=1","PROS_MOUSE",7,3,5,7,5,"Q08761"
"PRP19_MOUSE","Prpf19","Pre-mRNA-processing factor 19 OS=Mus musculus OX=10090 GN=Prpf19 PE=1 SV=1","sp|Q99KP6|PRP19_MOUSE",5,3,3,2,2,"Q99KP6"
"PRS23_MOUSE","Prss23","Serine protease 23 OS=Mus musculus OX=10090 GN=Prss23 PE=2 SV=2","PRS23_MOUSE",2,2,0,4,3,"Q9D6X6"
"PRS7_MOUSE","Psmc2","26S proteasome regulatory subunit 7 OS=Mus musculus OX=10090 GN=Psmc2 PE=1 SV=5","PRS7_MOUSE (+1)",5,4,0,4,5,"P46471"
"PRS8_MOUSE","Psmc5","26S proteasome regulatory subunit 8 OS=Mus musculus OX=10090 GN=Psmc5 PE=1 SV=1","PRS8_MOUSE",4,3,0,5,3,"P62196"
"PSA_MOUSE","Npepps","Puromycin-sensitive aminopeptidase OS=Mus musculus OX=10090 GN=Npepps PE=1 SV=2","PSA_MOUSE",15,16,13,14,14,"Q11011"
"PSA1_MOUSE","Psma1","Proteasome subunit alpha type-1 OS=Mus musculus OX=10090 GN=Psma1 PE=1 SV=1","PSA1_MOUSE",17,16,11,17,17,"Q9R1P4"
"PSA2_MOUSE","Psma2","Proteasome subunit alpha type-2 OS=Mus musculus OX=10090 GN=Psma2 PE=1 SV=3","PSA2_MOUSE",10,8,7,8,9,"P49722"
"PSA3_MOUSE","Psma3","Proteasome subunit alpha type-3 OS=Mus musculus OX=10090 GN=Psma3 PE=1 SV=3","PSA3_MOUSE",13,6,9,12,11,"O70435"
"PSA4_MOUSE","Psma4","Proteasome subunit alpha type-4 OS=Mus musculus OX=10090 GN=Psma4 PE=1 SV=1","PSA4_MOUSE",12,10,10,9,11,"Q9R1P0"
"PSA5_MOUSE","Psma5","Proteasome subunit alpha type-5 OS=Mus musculus OX=10090 GN=Psma5 PE=1 SV=1","PSA5_MOUSE",8,6,6,8,7,"Q9Z2U1"
"PSA6_MOUSE","Psma6","Proteasome subunit alpha type-6 OS=Mus musculus OX=10090 GN=Psma6 PE=1 SV=1","PSA6_MOUSE",11,12,10,11,10,"Q9QUM9"
"PSA7_MOUSE","Psma7","Proteasome subunit alpha type-7 OS=Mus musculus OX=10090 GN=Psma7 PE=1 SV=1","PSA7_MOUSE",10,9,11,10,12,"Q9Z2U0"
"PSB1_MOUSE","Psmb1","Proteasome subunit beta type-1 OS=Mus musculus OX=10090 GN=Psmb1 PE=1 SV=1","PSB1_MOUSE",8,5,6,6,7,"O09061"
"PSB10_MOUSE","Psmb10","Proteasome subunit beta type-10 OS=Mus musculus OX=10090 GN=Psmb10 PE=1 SV=1","PSB10_MOUSE",2,0,2,2,2,"O35955"
"PSB2_MOUSE","Psmb2","Proteasome subunit beta type-2 OS=Mus musculus OX=10090 GN=Psmb2 PE=1 SV=1","PSB2_MOUSE",8,10,8,7,11,"Q9R1P3"
"PSB3_MOUSE","Psmb3","Proteasome subunit beta type-3 OS=Mus musculus OX=10090 GN=Psmb3 PE=1 SV=1","PSB3_MOUSE",7,6,4,5,6,"Q9R1P1"
"PSB4_MOUSE","Psmb4","Proteasome subunit beta type-4 OS=Mus musculus OX=10090 GN=Psmb4 PE=1 SV=1","PSB4_MOUSE",6,8,7,8,7,"P99026"
"PSB5_MOUSE","Psmb5","Proteasome subunit beta type-5 OS=Mus musculus OX=10090 GN=Psmb5 PE=1 SV=3","PSB5_MOUSE",10,10,13,10,11,"O55234"
"PSB6_MOUSE","Psmb6","Proteasome subunit beta type-6 OS=Mus musculus OX=10090 GN=Psmb6 PE=1 SV=3","PSB6_MOUSE",9,8,6,8,9,"Q60692"
"PSB7_MOUSE","Psmb7","Proteasome subunit beta type-7 OS=Mus musculus OX=10090 GN=Psmb7 PE=1 SV=1","PSB7_MOUSE",8,7,4,9,9,"P70195"
"PSB8_MOUSE","Psmb8","Proteasome subunit beta type-8 OS=Mus musculus OX=10090 GN=Psmb8 PE=1 SV=2","PSB8_MOUSE",6,3,4,3,6,"P28063"
"PSB9_MOUSE","Psmb9","Proteasome subunit beta type-9 OS=Mus musculus OX=10090 GN=Psmb9 PE=1 SV=1","PSB9_MOUSE",3,2,2,2,2,"P28076"
"PSD10_MOUSE","Psmd10","26S proteasome non-ATPase regulatory subunit 10 OS=Mus musculus OX=10090 GN=Psmd10 PE=1 SV=3","PSD10_MOUSE",2,2,0,2,2,"Q9Z2X2"
"PSD11_MOUSE","Psmd11","26S proteasome non-ATPase regulatory subunit 11 OS=Mus musculus OX=10090 GN=Psmd11 PE=1 SV=3","PSD11_MOUSE",6,4,2,5,4,"Q8BG32"
"PSD12_MOUSE","Psmd12","26S proteasome non-ATPase regulatory subunit 12 OS=Mus musculus OX=10090 GN=Psmd12 PE=1 SV=4","PSD12_MOUSE",7,3,0,5,3,"Q9D8W5"
"PSD13_MOUSE","Psmd13","26S proteasome non-ATPase regulatory subunit 13 OS=Mus musculus OX=10090 GN=Psmd13 PE=1 SV=1","PSD13_MOUSE",6,2,2,5,7,"Q9WVJ2"
"PSMD1_MOUSE","Psmd1","26S proteasome non-ATPase regulatory subunit 1 OS=Mus musculus OX=10090 GN=Psmd1 PE=1 SV=1","PSMD1_MOUSE",6,3,2,8,7,"Q3TXS7"
"PSMD2_MOUSE","Psmd2","26S proteasome non-ATPase regulatory subunit 2 OS=Mus musculus OX=10090 GN=Psmd2 PE=1 SV=1","PSMD2_MOUSE",12,11,6,13,12,"Q8VDM4"
"PSMD3_MOUSE","Psmd3","26S proteasome non-ATPase regulatory subunit 3 OS=Mus musculus OX=10090 GN=Psmd3 PE=1 SV=3","PSMD3_MOUSE",6,7,2,5,6,"P14685"
"PSMD6_MOUSE","Psmd6","26S proteasome non-ATPase regulatory subunit 6 OS=Mus musculus OX=10090 GN=Psmd6 PE=1 SV=1","PSMD6_MOUSE",9,3,4,8,10,"Q99JI4"
"PSMD8_MOUSE","Psmd8","26S proteasome non-ATPase regulatory subunit 8 OS=Mus musculus OX=10090 GN=Psmd8 PE=1 SV=2","PSMD8_MOUSE",3,4,3,5,3,"Q9CX56"
"PSMD9_MOUSE","Psmd9","26S proteasome non-ATPase regulatory subunit 9 OS=Mus musculus OX=10090 GN=Psmd9 PE=1 SV=1","PSMD9_MOUSE",2,4,0,2,3,"Q9CR00"
"PSME2_MOUSE","Psme2","Proteasome activator complex subunit 2 OS=Mus musculus OX=10090 GN=Psme2 PE=1 SV=4","PSME2_MOUSE",5,4,4,3,4,"P97372"
"PTGR1_MOUSE","Ptgr1","Prostaglandin reductase 1 OS=Mus musculus OX=10090 GN=Ptgr1 PE=1 SV=2","PTGR1_MOUSE",5,5,6,2,4,"Q91YR9"
"PTPA_MOUSE","Ptpa","Serine/threonine-protein phosphatase 2A activator OS=Mus musculus OX=10090 GN=Ptpa PE=1 SV=1","PTPA_MOUSE",2,0,2,3,2,"P58389"
"PUR4_MOUSE","Pfas","Phosphoribosylformylglycinamidine synthase OS=Mus musculus OX=10090 GN=Pfas PE=1 SV=1","PUR4_MOUSE",5,3,2,2,0,"Q5SUR0"
"PUR8_MOUSE","Adsl","Adenylosuccinate lyase OS=Mus musculus OX=10090 GN=Adsl PE=1 SV=2","PUR8_MOUSE",3,7,4,5,5,"P54822"
"PUR9_MOUSE","Atic","Bifunctional purine biosynthesis protein PURH OS=Mus musculus OX=10090 GN=Atic PE=1 SV=2","PUR9_MOUSE",11,8,4,5,9,"Q9CWJ9"
"PURA_MOUSE","Pura","Transcriptional activator protein Pur-alpha OS=Mus musculus OX=10090 GN=Pura PE=1 SV=1","PURA_MOUSE",4,4,3,5,5,"P42669"
"PURA2_MOUSE","Adss","Adenylosuccinate synthetase isozyme 2 OS=Mus musculus OX=10090 GN=Adss PE=1 SV=2","PURA2_MOUSE",8,5,7,5,2,"P46664"
"PURB_MOUSE","Purb","Transcriptional activator protein Pur-beta OS=Mus musculus OX=10090 GN=Purb PE=1 SV=3","PURB_MOUSE",2,2,0,3,2,"O35295"
"PXDN_MOUSE","Pxdn","Peroxidasin homolog OS=Mus musculus OX=10090 GN=Pxdn PE=1 SV=2","PXDN_MOUSE",22,8,7,28,23,"Q3UQ28"
"PYGB_MOUSE","Pygb","Glycogen phosphorylase, brain form OS=Mus musculus OX=10090 GN=Pygb PE=1 SV=3","PYGB_MOUSE",2,3,0,5,4,"Q8CI94"
"PYGL_MOUSE","Pygl","Glycogen phosphorylase, liver form OS=Mus musculus OX=10090 GN=Pygl PE=1 SV=4","PYGL_MOUSE",10,11,6,12,12,"Q9ET01"
"PZP_MOUSE","Pzp","Pregnancy zone protein OS=Mus musculus OX=10090 GN=Pzp PE=1 SV=3","PZP_MOUSE",2,2,2,2,0,"Q61838"
"Q3KQM4_MOUSE","U2af2","U2 snRNP auxiliary factor large subunit OS=Mus musculus OX=10090 GN=U2af2 PE=1 SV=1","Q3KQM4_MOUSE",5,4,2,4,5,"Q3KQM4"
"Q3TKD0_MOUSE","Tnpo1","Transportin-1 (Fragment) OS=Mus musculus OX=10090 GN=Tnpo1 PE=1 SV=1","Q3TKD0_MOUSE (+2)",3,2,2,4,4,"Q3TKD0"
"Q3TLP8_MOUSE","Rac1","RAS-related C3 botulinum substrate 1, isoform CRA_a OS=Mus musculus OX=10090 GN=Rac1 PE=1 SV=1","Q3TLP8_MOUSE (+1)",4,2,3,3,3,"Q3TLP8"
"Q3TML0_MOUSE","Pdia6","Protein disulfide-isomerase A6 OS=Mus musculus OX=10090 GN=Pdia6 PE=1 SV=1","Q3TML0_MOUSE",14,16,9,14,15,"Q3TML0"
"Q3TMX5_MOUSE","Manf","Arginine-rich, mutated in early stage tumors, isoform CRA_b OS=Mus musculus OX=10090 GN=Manf PE=1 SV=1","Q3TMX5_MOUSE (+1)",11,10,6,10,8,"Q3TMX5"
"Q3TWV4_MOUSE","Ap2m1","AP-2 complex subunit mu OS=Mus musculus OX=10090 GN=Ap2m1 PE=1 SV=1","Q3TWV4_MOUSE",7,2,3,6,5,"Q3TWV4"
"Q3U2G2_MOUSE","Hspa4","Heat shock 70 kDa protein 4 OS=Mus musculus OX=10090 GN=Hspa4 PE=1 SV=1","Q3U2G2_MOUSE",21,19,16,26,23,"Q3U2G2"
"Q3U4W8_MOUSE","Usp5","Ubiquitinyl hydrolase 1 OS=Mus musculus OX=10090 GN=Usp5 PE=1 SV=1","Q3U4W8_MOUSE",8,9,4,11,12,"Q3U4W8"
